	E12_1_week_IP_vs_naive_adult_3_IP.enrichment	E12_1_week_IP_vs_naive_adult_3_IP.p	E12_1_week_IP_vs_naive_adult_3_IP.FDR	E12_1_week_IP_vs_naive_adult_3_IP.nonNull	E12_1_week_IP_vs_naive_adult_3_IP.instanceCount	E12_1_week_IP_vs_naive_adult_3_IP.specificity	E12_1_week_IP_vs_naive_adult_3_IP.reliable	E12_2_week_IP_vs_naive_adult_3_IP.enrichment	E12_2_week_IP_vs_naive_adult_3_IP.p	E12_2_week_IP_vs_naive_adult_3_IP.FDR	E12_2_week_IP_vs_naive_adult_3_IP.nonNull	E12_2_week_IP_vs_naive_adult_3_IP.instanceCount	E12_2_week_IP_vs_naive_adult_3_IP.specificity	E12_2_week_IP_vs_naive_adult_3_IP.reliable	E12_3_day_IP_vs_naive_adult_3_IP.enrichment	E12_3_day_IP_vs_naive_adult_3_IP.p	E12_3_day_IP_vs_naive_adult_3_IP.FDR	E12_3_day_IP_vs_naive_adult_3_IP.nonNull	E12_3_day_IP_vs_naive_adult_3_IP.instanceCount	E12_3_day_IP_vs_naive_adult_3_IP.specificity	E12_3_day_IP_vs_naive_adult_3_IP.reliable	naive_1_week_IP_vs_naive_adult_3_IP.enrichment	naive_1_week_IP_vs_naive_adult_3_IP.p	naive_1_week_IP_vs_naive_adult_3_IP.FDR	naive_1_week_IP_vs_naive_adult_3_IP.nonNull	naive_1_week_IP_vs_naive_adult_3_IP.instanceCount	naive_1_week_IP_vs_naive_adult_3_IP.specificity	naive_1_week_IP_vs_naive_adult_3_IP.reliable	naive_2_weeks_IP_vs_naive_adult_3_IP.enrichment	naive_2_weeks_IP_vs_naive_adult_3_IP.p	naive_2_weeks_IP_vs_naive_adult_3_IP.FDR	naive_2_weeks_IP_vs_naive_adult_3_IP.nonNull	naive_2_weeks_IP_vs_naive_adult_3_IP.instanceCount	naive_2_weeks_IP_vs_naive_adult_3_IP.specificity	naive_2_weeks_IP_vs_naive_adult_3_IP.reliable	naive_3_days_IP_vs_naive_adult_3_IP.enrichment	naive_3_days_IP_vs_naive_adult_3_IP.p	naive_3_days_IP_vs_naive_adult_3_IP.FDR	naive_3_days_IP_vs_naive_adult_3_IP.nonNull	naive_3_days_IP_vs_naive_adult_3_IP.instanceCount	naive_3_days_IP_vs_naive_adult_3_IP.specificity	naive_3_days_IP_vs_naive_adult_3_IP.reliable
ouabain	-0.497868852459016	0.18974	0.547069735682819	0.25	4	0.245614035087719	FALSE	-0.676885245901639	0.02333	0.180703964497041	0.75	4	0.0614035087719298	TRUE	-0.277868852459016	0.83444	0.947920145672665	0.25	4	0.93859649122807	FALSE	-0.971147540983607	0	0	1	4	0.0087719298245614	TRUE	-0.819672131147541	0.00204	0.03927	1	4	0.0350877192982456	TRUE	-0.732459016393443	0.0101	0.161230487804878	0.75	4	0.0350877192982456	TRUE
arecoline	-0.854754098360656	0.00088	0.01820328125	1	4	0.00617283950617284	TRUE	-0.881803278688525	3e-04	0.00677068965517241	1	4	0	TRUE	-0.618032786885246	0.05339	0.3993572	0.75	4	0.172839506172839	TRUE	-0.851311475409836	0.00094	0.0186433333333333	1	4	0.0123456790123457	TRUE	-0.338032786885246	0.64378	0.934309634146341	0.5	4	0.802469135802469	FALSE	-0.840491803278689	0.00129	0.02638453125	1	4	0.0123456790123457	TRUE
anisomycin	-0.66344262295082	0.02845	0.212806	0.75	4	0.186440677966102	TRUE	-0.622622950819672	0.05033	0.295434843049327	0.75	4	0.228813559322034	TRUE	-0.447704918032787	0.2986	0.733015486891386	0.5	4	0.593220338983051	FALSE	-0.73983606557377	0.00899	0.112075333333333	0.75	4	0.0677966101694915	TRUE	0.580983606557377	0.0839	0.563511666666667	0	4	0.561855670103093	FALSE	-0.438196721311475	0.32397	0.783033173431734	0.5	4	0.610169491525424	FALSE
carcinine	0.272786885245902	0.84847	0.943333454699407	0.5	4	0.736	FALSE	0.507540983606557	0.17412	0.490079552238806	0.75	4	0.096	TRUE	0.327049180327869	0.6805	0.926475275827482	0.5	4	0.528	FALSE	-0.347868852459016	0.6101	0.867109902702703	0.5	4	0.561497326203209	FALSE	0.234262295081967	0.9445	0.998604378834356	0.25	4	0.912	FALSE	0.530327868852459	0.14261	0.652715	0.75	4	0.072	TRUE
corticosterone	-0.368196721311475	0.5411	0.803847698412698	0.25	4	0.525423728813559	FALSE	0.248852459016393	0.90845	0.962506852750809	0.5	4	0.963917525773196	FALSE	-0.330655737704918	0.66869	0.917521184486373	0.5	4	0.635593220338983	FALSE	0.455573770491803	0.27838	0.667661923076923	0.75	4	0.402061855670103	TRUE	0.383606557377049	0.48866	0.887780586630287	0.25	4	0.61340206185567	FALSE	0.881639344262295	3e-04	0.00677068965517241	1	4	0	TRUE
fusaric acid	0.466885245901639	0.25178	0.613743054003724	0.75	4	0.286821705426357	TRUE	0.321311475409836	0.7001	0.877911774193548	0.75	4	0.697674418604651	TRUE	0.449508196721311	0.29373	0.732344516129032	0.5	4	0.341085271317829	FALSE	-0.308032786885246	0.74363	0.924817128060264	0.5	4	0.852459016393443	FALSE	-0.235081967213115	0.94272	0.998604378834356	0.25	4	0.956284153005464	FALSE	0.230983606557377	0.9513	0.985947505938242	0.25	4	0.937984496124031	FALSE
lactobionic acid	-0.434262295081967	0.33503	0.672313608562691	0.25	4	0.248587570621469	FALSE	0.425245901639344	0.36014	0.694726871345029	0.5	4	0.222222222222222	FALSE	-0.449672131147541	0.2934	0.732344516129032	0	4	0.169491525423729	FALSE	0.324918032786885	0.68806	0.909432683417085	0.75	4	0.62962962962963	TRUE	-0.315409836065574	0.71961	0.942544610069102	0.5	4	0.621468926553672	FALSE	0.458032786885246	0.27246	0.764279325153374	0.5	4	0.162962962962963	FALSE
cefixime	0.438360655737705	0.32322	0.670386123417722	0.5	4	0.173076923076923	FALSE	0.477377049180328	0.22868	0.566935833333333	0.5	4	0.0961538461538462	FALSE	-0.264098360655738	0.87126	0.962081944444444	0.25	4	0.875598086124402	FALSE	-0.452459016393443	0.28541	0.67728893115942	0.5	4	0.282296650717703	FALSE	-0.480819672131148	0.222	0.714900540540541	0.75	4	0.215311004784689	TRUE	0.315737704918033	0.71886	0.946667746478873	0.25	4	0.586538461538462	FALSE
calcium pantothenate	0.315737704918033	0.71886	0.895326108468126	0.75	4	0.702479338842975	TRUE	0.445081967213115	0.30528	0.648451954765751	0.5	4	0.28099173553719	FALSE	0.631311475409836	0.04489	0.371905126582278	1	4	0.0495867768595041	TRUE	-0.368196721311475	0.5411	0.837233924349882	0.5	4	0.706806282722513	FALSE	-0.314590163934426	0.72241	0.942544610069102	0.25	4	0.848167539267016	FALSE	0.360491803278689	0.56825	0.891537194412107	0.5	4	0.504132231404959	FALSE
levothyroxine sodium	-0.383606557377049	0.48866	0.775340533333333	0.5	4	0.460606060606061	FALSE	0.23672131147541	0.93917	0.975745222222222	0.5	4	0.91156462585034	FALSE	-0.290983606557377	0.79584	0.935147719928187	0.25	4	0.76969696969697	FALSE	0.290655737704918	0.79722	0.939298811881188	0.25	4	0.782312925170068	FALSE	0.34983606557377	0.60387	0.917842643020595	0.25	4	0.578231292517007	FALSE	0.417540983606557	0.38311	0.819463510466989	0.5	4	0.333333333333333	FALSE
carbarsone	0.285737704918033	0.8119	0.930602884615385	0.75	4	0.807228915662651	TRUE	0.248688524590164	0.90883	0.962506852750809	0.5	4	0.903614457831325	FALSE	-0.529180327868852	0.14418	0.556886	0.5	4	0.157534246575342	FALSE	0.590163934426229	0.07545	0.390371739130435	0.75	4	0.036144578313253	TRUE	0.605901639344262	0.06222	0.490953855421687	0.75	4	0.036144578313253	TRUE	0.709836065573771	0.01412	0.198742795698925	0.75	4	0.0120481927710843	TRUE
carisoprodol	-0.293606557377049	0.78795	0.919789893711249	0.5	4	0.770186335403727	FALSE	0.624098360655738	0.04928	0.294525	0.75	4	0.033112582781457	TRUE	-0.423606557377049	0.3646	0.777274440842788	0.5	4	0.267080745341615	FALSE	0.488524590163934	0.20678	0.594890153846154	0.75	4	0.139072847682119	TRUE	0.563606557377049	0.10143	0.571633644067797	0.5	4	0.0860927152317881	FALSE	0.592950819672131	0.07297	0.489834512820513	0.75	4	0.0662251655629139	TRUE
cyanocobalamin	0.453114754098361	0.28414	0.647977804878049	0.75	4	0.188976377952756	TRUE	0.499180327868852	0.1875	0.505015432098765	0.75	4	0.110236220472441	TRUE	0.355737704918033	0.58399	0.885796697247706	0.5	4	0.488188976377953	FALSE	0.630983606557377	0.04507	0.296465477386935	0.75	4	0.0236220472440945	TRUE	-0.34672131147541	0.61445	0.9192172	0.25	4	0.664864864864865	FALSE	-0.221639344262295	0.96646	0.990678261550509	0.25	4	0.978378378378378	FALSE
SR-95531	0.238196721311475	0.93622	0.981194539631705	0.5	4	0.946308724832215	FALSE	0.224590163934426	0.96205	0.986157752545027	0.5	4	0.973154362416107	FALSE	-0.359508196721312	0.57144	0.885224804733728	0.5	4	0.613496932515337	FALSE	0.265737704918033	0.86699	0.956341946082561	0.5	4	0.865771812080537	FALSE	0.470655737704918	0.24357	0.73605159453303	0.5	4	0.10738255033557	FALSE	0.250491803278688	0.90437	0.97634794892916	0.25	4	0.899328859060403	FALSE
lumicolchicine	-0.466010928961749	0.41621	0.742260068119891	0.666666666666667	3	0.32	TRUE	-0.442568306010929	0.47691	0.755104643288996	0.666666666666667	3	0.417142857142857	TRUE	-0.713770491803279	0.04666	0.374711288343558	0.666666666666667	3	0.0114285714285714	TRUE	-0.50207650273224	0.32763	0.691722048387097	0.666666666666667	3	0.234285714285714	TRUE	-0.393606557377049	0.61172	0.917842643020595	0.333333333333333	3	0.554285714285714	FALSE	0.594262295081967	0.15071	0.666003333333333	0.666666666666667	3	0.0656934306569343	TRUE
metrizamide	-0.217868852459016	0.9717	0.992939344262295	0.5	4	0.981927710843373	FALSE	-0.312131147540984	0.73025	0.890034683426443	0.5	4	0.77710843373494	FALSE	-0.559344262295082	0.10629	0.515309666666667	0.75	4	0.132530120481928	TRUE	0.612459016393443	0.05719	0.338740769230769	1	4	0.13013698630137	TRUE	0.851639344262295	0.00092	0.0191155555555556	1	4	0.00684931506849315	TRUE	0.652295081967213	0.03349	0.362300909090909	0.75	4	0.0821917808219178	TRUE
cefotetan	-0.387704918032787	0.62753	0.852112831950208	0.666666666666667	3	0.666666666666667	TRUE	0.414098360655738	0.55452	0.795880602409639	0.666666666666667	3	0.555555555555556	TRUE	-0.296174863387978	0.89595	0.967655569306931	0.333333333333333	3	0.918238993710692	FALSE	0.551420765027322	0.22273	0.609944707112971	0.666666666666667	3	0.183006535947712	TRUE	0.591420765027322	0.15499	0.65491821086262	0.666666666666667	3	0.111111111111111	TRUE	0.498469945355191	0.33622	0.784816666666667	0.666666666666667	3	0.281045751633987	TRUE
dl-alpha tocopherol	-0.475081967213115	0.23349	0.597968187022901	0.5	4	0.087431693989071	FALSE	-0.394918032786885	0.4532	0.7478566959799	0.5	4	0.278688524590164	FALSE	0.246065573770492	0.91622	0.976099183508488	0.25	4	0.883720930232558	FALSE	-0.374754098360656	0.5184	0.832072839805825	0.5	4	0.33879781420765	FALSE	0.465737704918033	0.25441	0.746158150537634	0.5	4	0.108527131782946	FALSE	0.394918032786885	0.4532	0.847822129760226	0.25	4	0.263565891472868	FALSE
apigenin	-0.292459016393443	0.79163	0.919789893711249	0.25	4	0.945945945945946	FALSE	-0.461803278688525	0.26377	0.599435642361111	0.25	4	0.708108108108108	FALSE	-0.609508196721312	0.05933	0.429077182320442	0	4	0.264864864864865	FALSE	0.373770491803279	0.52195	0.832072839805825	0.75	4	0.740157480314961	TRUE	-0.662131147540984	0.02907	0.330892434782609	0	4	0.167567567567568	FALSE	-0.7	0.01647	0.209694174757282	0.25	4	0.108108108108108	FALSE
7-aminocephalosporanic acid	-0.270819672131148	0.85403	0.945791260575296	0.25	4	0.807453416149068	FALSE	-0.279672131147541	0.82949	0.92819390264731	0.25	4	0.77639751552795	FALSE	-0.240983606557377	0.92973	0.978803697749196	0.25	4	0.900621118012422	FALSE	0.51655737704918	0.1614	0.541531964285714	0.5	4	0.0860927152317881	FALSE	0.457540983606557	0.27376	0.756399351464435	0.5	4	0.231788079470199	FALSE	0.533770491803279	0.13798	0.640481631205674	0.5	4	0.0860927152317881	FALSE
cefadroxil	-0.440655737704918	0.31684	0.664653141025641	0.25	4	0.265	FALSE	-0.370819672131148	0.53206	0.779264977628635	0.5	4	0.495	FALSE	-0.309016393442623	0.74031	0.928094197983501	0.25	4	0.735	FALSE	0.291967213114754	0.7931	0.938668987341772	0.5	4	0.794642857142857	FALSE	-0.283114754098361	0.82002	0.956654033837934	0.25	4	0.81	FALSE	0.273934426229508	0.84528	0.969590196917808	0.5	4	0.875	FALSE
ginkgolide A	0.6	0.06696	0.330289625468165	1	4	0.196428571428571	TRUE	0.419836065573771	0.37641	0.701881324786325	0.75	4	0.526785714285714	TRUE	0.628524590163934	0.04664	0.374711288343558	0.75	4	0.142857142857143	TRUE	0.60655737704918	0.0617	0.347780042735043	1	4	0.196428571428571	TRUE	0.328196721311475	0.67674	0.93892739039666	0.25	4	0.767857142857143	FALSE	-0.404754098360656	0.42173	0.837700409711684	0.5	4	0.73	FALSE
lysergol	0.441803278688525	0.31374	0.662652359550562	0.75	4	0.312101910828025	TRUE	0.657868852459016	0.03079	0.225162625698324	0.75	4	0.0509554140127389	TRUE	0.374426229508197	0.51964	0.864538780177891	0.5	4	0.509554140127389	FALSE	0.614262295081967	0.0559	0.335656422018349	1	4	0.0955414012738854	TRUE	0.477049180327869	0.22957	0.725862632850241	0.5	4	0.24203821656051	FALSE	0.388852459016393	0.47192	0.851192575757576	0.5	4	0.439490445859873	FALSE
N-acetylmuramic acid	-0.53655737704918	0.1341	0.461939210526316	0.75	4	0.123287671232877	TRUE	-0.326065573770492	0.68409	0.873534230019493	0.5	4	0.684931506849315	FALSE	-0.420655737704918	0.37364	0.782995287539936	0.5	4	0.328767123287671	FALSE	-0.549508196721311	0.11779	0.471827874251497	0.5	4	0.089041095890411	FALSE	-0.331967213114754	0.66411	0.938177790948276	0.25	4	0.657534246575342	FALSE	-0.532950819672131	0.1392	0.64386148409894	0.75	4	0.13013698630137	TRUE
piperine	-0.422131147540984	0.36925	0.701521407837446	0.5	4	0.272189349112426	FALSE	-0.400655737704918	0.43487	0.735083729032258	0.5	4	0.372781065088757	FALSE	-0.615245901639344	0.05523	0.408452372881356	0.75	4	0.0118343195266272	TRUE	0.197213114754098	0.9897	0.997021666666667	0.5	4	0.979020979020979	FALSE	0.285081967213115	0.81409	0.954877965949821	0.5	4	0.804195804195804	FALSE	0.450983606557377	0.29008	0.771777886178862	0.5	4	0.188811188811189	FALSE
pepstatin	-0.400327868852459	0.43595	0.752982706480305	0.5	4	0.452380952380952	FALSE	-0.391967213114754	0.46206	0.748961582200247	0.5	4	0.464285714285714	FALSE	-0.457377049180328	0.27413	0.71767234	0.5	4	0.244047619047619	FALSE	-0.218196721311475	0.97133	0.9940116484375	0.25	4	0.970238095238095	FALSE	-0.358196721311475	0.57626	0.911019734299517	0.5	4	0.577380952380952	FALSE	-0.267540983606557	0.86257	0.969590196917808	0.5	4	0.880952380952381	FALSE
N-acetyl-L-aspartic acid	-0.387540983606557	0.47568	0.76872237037037	0.5	4	0.335526315789474	FALSE	0.240327868852459	0.9311	0.971163266932271	0.5	4	0.9125	FALSE	-0.523770491803279	0.15156	0.558420870786517	0.25	4	0.0921052631578947	FALSE	0.352786885245902	0.59395	0.859042086092715	0.75	4	0.55625	TRUE	0.436885245901639	0.32756	0.792561996303142	0.25	4	0.3	FALSE	0.75983606557377	0.0067	0.115398684210526	1	4	0	TRUE
Chicago Sky Blue 6B	-0.53655737704918	0.1341	0.461939210526316	0.5	4	0.210884353741497	FALSE	-0.567540983606557	0.09736	0.384783293413174	0.5	4	0.136054421768707	FALSE	-0.629344262295082	0.04617	0.374711288343558	0.75	4	0.0816326530612245	TRUE	0.234426229508197	0.94418	0.980898111111111	0.5	4	0.981818181818182	FALSE	0.490983606557377	0.20222	0.700710104986877	0.5	4	0.448484848484848	FALSE	0.583934426229508	0.08101	0.517278487804878	0.75	4	0.236363636363636	TRUE
cyclobenzaprine	-0.306229508196721	0.7494	0.910830640668524	0.5	4	0.741666666666667	FALSE	-0.272786885245902	0.84847	0.93420395465995	0.25	4	0.8	FALSE	-0.361475409836066	0.56447	0.884272926540284	0.25	4	0.5	FALSE	-0.335081967213115	0.65378	0.892265680412371	0.25	4	0.616666666666667	FALSE	0.501639344262295	0.1837	0.689705014245014	0.25	4	0.416666666666667	FALSE	0.457540983606557	0.27376	0.764279325153374	0.25	4	0.484375	FALSE
mebhydrolin	-0.545901639344262	0.12221	0.4544684375	0.5	4	0.159663865546218	FALSE	-0.535245901639344	0.13602	0.43854724137931	0.5	4	0.159663865546218	FALSE	-0.376229508196721	0.51343	0.858339553001277	0	4	0.588235294117647	FALSE	-0.485409836065574	0.21281	0.600788774193548	0.5	4	0.252100840336134	FALSE	-0.438032786885246	0.32422	0.791374285714286	0.5	4	0.369747899159664	FALSE	0.338524590163934	0.64192	0.912021666666667	0.25	4	0.756476683937824	FALSE
myricetin	-0.550655737704918	0.11657	0.4488715	0.75	4	0.126126126126126	TRUE	-0.434590163934426	0.33421	0.674084576271186	0.5	4	0.423423423423423	FALSE	-0.537213114754098	0.13309	0.549573533123028	0.25	4	0.135135135135135	FALSE	-0.645245901639344	0.03686	0.253946	0.75	4	0.045045045045045	TRUE	-0.45655737704918	0.27605	0.756399351464435	0.75	4	0.306306306306306	TRUE	0.23327868852459	0.94662	0.983433	0.5	4	0.985074626865672	FALSE
brompheniramine	-0.400327868852459	0.43595	0.752982706480305	0.5	4	0.300699300699301	FALSE	-0.30655737704918	0.74852	0.899736161616162	0.25	4	0.622377622377622	FALSE	-0.298688524590164	0.77321	0.928094197983501	0.25	4	0.65034965034965	FALSE	0.29655737704918	0.7793	0.93522241537054	0.5	4	0.752941176470588	FALSE	-0.372786885245902	0.52546	0.891847270375162	0.25	4	0.384615384615385	FALSE	0.444262295081967	0.30724	0.782256435272045	0.5	4	0.276470588235294	FALSE
SR-95639A	-0.39016393442623	0.46756	0.764089937578027	0.5	4	0.421768707482993	FALSE	-0.4	0.43691	0.736055585585586	0.5	4	0.387755102040816	FALSE	-0.287049180327869	0.80805	0.94188552983081	0.5	4	0.82312925170068	FALSE	-0.344918032786885	0.62059	0.871622650214592	0.5	4	0.591836734693878	FALSE	0.421639344262295	0.37072	0.828336977928693	0.5	4	0.296969696969697	FALSE	0.212131147540984	0.97823	0.99263803875969	0.25	4	0.975757575757576	FALSE
bacampicillin	-0.396229508196721	0.44939	0.752982706480305	0.5	4	0.382352941176471	FALSE	-0.524098360655738	0.15111	0.455767258064516	0.5	4	0.117647058823529	FALSE	-0.299344262295082	0.77115	0.928094197983501	0.25	4	0.786764705882353	FALSE	-0.277540983606557	0.83539	0.947845311958405	0.25	4	0.838235294117647	FALSE	-0.233114754098361	0.94692	0.998604378834356	0.5	4	0.926470588235294	FALSE	-0.473114754098361	0.23829	0.764279325153374	0.5	4	0.176470588235294	FALSE
buflomedil	0.293934426229508	0.78712	0.919789893711249	0.5	4	0.8	FALSE	0.443114754098361	0.3103	0.653026848874598	0.5	4	0.223076923076923	FALSE	0.705901639344262	0.01498	0.188642803738318	1	4	0	TRUE	0.37	0.53505	0.836753076923077	0.75	4	0.492307692307692	TRUE	-0.485081967213115	0.21323	0.710083656716418	0.75	4	0.368131868131868	TRUE	-0.356885245901639	0.5801	0.891537194412107	0.5	4	0.714285714285714	FALSE
digitoxigenin	-0.555409836065574	0.11063	0.442858318042813	0.5	4	0.205882352941176	FALSE	-0.767704918032787	0.00581	0.0772177777777778	0.75	4	0.0196078431372549	TRUE	-0.433114754098361	0.33808	0.759548894472362	0.25	4	0.450980392156863	FALSE	-0.484262295081967	0.21476	0.603263605150215	0.25	4	0.323529411764706	FALSE	-0.948360655737705	0	0	1	4	0	TRUE	-0.768196721311475	0.00573	0.101359054054054	1	4	0.0196078431372549	TRUE
carteolol	-0.462950819672131	0.26082	0.6235362	0.5	4	0.42603550295858	FALSE	-0.405409836065574	0.42	0.726261558784676	0.5	4	0.538461538461538	FALSE	-0.246065573770492	0.91645	0.976099183508488	0.5	4	0.952662721893491	FALSE	-0.349508196721312	0.60454	0.864855584699453	0.5	4	0.727810650887574	FALSE	-0.440983606557377	0.31604	0.785176875	0.25	4	0.455621301775148	FALSE	-0.405573770491803	0.41922	0.837700409711684	0.5	4	0.538461538461538	FALSE
meclocycline	-0.82	0.00202	0.0356048	1	4	0	TRUE	-0.834754098360656	0.00142	0.02618	1	4	0	TRUE	-0.799508196721311	0.00327	0.064295	0.75	4	0	TRUE	-0.407540983606557	0.41341	0.763157938718663	0.5	4	0.310606060606061	FALSE	0.344262295081967	0.62227	0.921140496054115	0.25	4	0.716666666666667	FALSE	-0.562459016393443	0.1028	0.564608091286307	0.75	4	0.053030303030303	TRUE
naringenin	-0.870819672131148	0.00048	0.0106494915254237	1	4	0	TRUE	-0.649508196721311	0.03481	0.24367	0.75	4	0.121951219512195	TRUE	-0.692622950819672	0.01867	0.207110423728814	0.75	4	0.0813008130081301	TRUE	-0.656229508196721	0.03152	0.2368916	0.75	4	0.121951219512195	TRUE	0.50655737704918	0.17576	0.686775641791045	0.25	4	0.560846560846561	FALSE	-0.486393442622951	0.21091	0.732310848806366	0.75	4	0.455284552845528	TRUE
primaquine	-0.508196721311475	0.17312	0.518041232876712	0.75	4	0.137614678899083	TRUE	-0.350327868852459	0.60229	0.822103868613139	0.5	4	0.587155963302752	FALSE	-0.323934426229508	0.69121	0.926475275827482	0.5	4	0.697247706422018	FALSE	-0.248032786885246	0.91106	0.969575235772358	0.25	4	0.954128440366973	FALSE	-0.522950819672131	0.15266	0.65491821086262	0.75	4	0.110091743119266	TRUE	-0.472622950819672	0.2392	0.764279325153374	0.5	4	0.211009174311927	FALSE
amantadine	-0.73672131147541	0.00938	0.10362	0.75	4	0.0392156862745098	TRUE	-0.910655737704918	9e-05	0.00218166666666667	1	4	0	TRUE	-0.44672131147541	0.30122	0.7361921875	0.5	4	0.450980392156863	FALSE	-0.565901639344262	0.09898	0.438559222972973	0.75	4	0.235294117647059	TRUE	-0.248196721311475	0.91065	0.985972580645161	0.25	4	0.915032679738562	FALSE	-0.830655737704918	0.00156	0.031416	1	4	0.0130718954248366	TRUE
betulinic acid	-0.443606557377049	0.30896	0.662652359550562	0.5	4	0.451612903225806	FALSE	-0.645081967213115	0.03694	0.253164712041885	0.75	4	0.129032258064516	TRUE	-0.419180327868853	0.37825	0.787168918918919	0.5	4	0.541935483870968	FALSE	-0.594262295081967	0.07173	0.382696260162602	0.75	4	0.193548387096774	TRUE	0.200819672131147	0.98762	0.998604378834356	0.25	4	1	FALSE	-0.641475409836066	0.03895	0.388763157894737	0.5	4	0.135483870967742	FALSE
chlorogenic acid	-0.642295081967213	0.03841	0.245990821256039	0.75	4	0.0687022900763359	TRUE	-0.867540983606557	0.00055	0.0116120967741936	1	4	0	TRUE	-0.763606557377049	0.00631	0.105894743589744	0.75	4	0.00763358778625954	TRUE	-0.646229508196721	0.03637	0.25323579787234	0.75	4	0.0687022900763359	TRUE	0.301803278688525	0.76342	0.943985164938737	0.25	4	0.911602209944751	FALSE	-0.464098360655738	0.25797	0.764279325153374	0.5	4	0.343511450381679	FALSE
naltrexone	-0.470983606557377	0.15349	0.493657027027027	0.2	5	0.264044943820225	FALSE	-0.308852459016393	0.62764	0.836640285132383	0.4	5	0.685393258426966	FALSE	-0.44655737704918	0.199	0.630728813559322	0.6	5	0.320224719101124	TRUE	-0.363934426229508	0.41832	0.763157938718663	0.4	5	0.51685393258427	FALSE	0.609016393442623	0.02581	0.306258828828829	0.4	5	0.0970149253731343	FALSE	0.460491803278689	0.17202	0.673060447761194	0.4	5	0.358208955223881	FALSE
mefloquine	0.217704918032787	0.92697	0.976621415929204	0.4	5	0.985294117647059	FALSE	0.472950819672131	0.15048	0.455767258064516	0.8	5	0.5	TRUE	0.398360655737705	0.31183	0.738863037974684	0.6	5	0.632352941176471	TRUE	0.218360655737705	0.92563	0.977235844051447	0.4	5	0.985294117647059	FALSE	-0.306393442622951	0.63744	0.932903017817372	0.4	5	0.833333333333333	FALSE	-0.341639344262295	0.49945	0.862506662269129	0.2	5	0.75	FALSE
astemizole	-0.232786885245902	0.89211	0.962713924154988	0.4	5	0.920792079207921	FALSE	0.345081967213115	0.48638	0.760462230130486	0.8	5	0.853080568720379	TRUE	0.474590163934426	0.14765	0.556886	0.8	5	0.66824644549763	TRUE	-0.198524590163934	0.96277	0.990775102201258	0.4	5	0.98019801980198	FALSE	0.310491803278689	0.62096	0.921140496054115	0.4	5	0.895734597156398	FALSE	-0.26344262295082	0.7996	0.95790664845173	0.4	5	0.891089108910891	FALSE
ivermectin	0.393606557377049	0.32462	0.671291595576619	0.8	5	0.650537634408602	TRUE	0.661639344262295	0.0113	0.121458032786885	1	5	0.0967741935483871	TRUE	-0.305081967213115	0.64305	0.901493507462686	0.2	5	0.76984126984127	FALSE	0.324754098360656	0.56437	0.848174890929966	0.6	5	0.849462365591398	TRUE	0.405573770491803	0.29204	0.769491830985915	0.4	5	0.623655913978495	FALSE	0.361311475409836	0.42763	0.839546765578635	0.2	5	0.741935483870968	FALSE
diazoxide	0.399836065573771	0.30727	0.662652359550562	0.8	5	0.364864864864865	TRUE	-0.292950819672131	0.69038	0.874396808510638	0.6	5	0.804878048780488	TRUE	-0.63672131147541	0.01689	0.198336875	0.6	5	0.024390243902439	TRUE	-0.354262295081967	0.45324	0.786858302387268	0.4	5	0.597560975609756	FALSE	0.602622950819672	0.02847	0.326905526315789	0.8	5	0.0135135135135135	TRUE	0.319672131147541	0.58482	0.891537194412107	0.4	5	0.655405405405405	FALSE
disulfiram	-0.567704918032787	0.04703	0.268458826086956	0	5	0.143884892086331	FALSE	-0.224754098360656	0.91179	0.962526701612903	0.4	5	0.906474820143885	FALSE	-0.284098360655738	0.72504	0.928094197983501	0.4	5	0.76978417266187	FALSE	-0.44016393442623	0.21201	0.600788774193548	0.4	5	0.345323741007194	FALSE	0.586885245901639	0.03592	0.370230551181102	0.4	5	0.294797687861272	FALSE	0.449180327868852	0.19396	0.699900303030303	0.6	5	0.526011560693642	TRUE
