	E12_1_week_IP_vs_naive_adult_3_IP.enrichment	E12_1_week_IP_vs_naive_adult_3_IP.p	E12_1_week_IP_vs_naive_adult_3_IP.FDR	E12_1_week_IP_vs_naive_adult_3_IP.nonNull	E12_1_week_IP_vs_naive_adult_3_IP.instanceCount	E12_1_week_IP_vs_naive_adult_3_IP.specificity	E12_1_week_IP_vs_naive_adult_3_IP.reliable	E12_2_week_IP_vs_naive_adult_3_IP.enrichment	E12_2_week_IP_vs_naive_adult_3_IP.p	E12_2_week_IP_vs_naive_adult_3_IP.FDR	E12_2_week_IP_vs_naive_adult_3_IP.nonNull	E12_2_week_IP_vs_naive_adult_3_IP.instanceCount	E12_2_week_IP_vs_naive_adult_3_IP.specificity	E12_2_week_IP_vs_naive_adult_3_IP.reliable	E12_3_day_IP_vs_naive_adult_3_IP.enrichment	E12_3_day_IP_vs_naive_adult_3_IP.p	E12_3_day_IP_vs_naive_adult_3_IP.FDR	E12_3_day_IP_vs_naive_adult_3_IP.nonNull	E12_3_day_IP_vs_naive_adult_3_IP.instanceCount	E12_3_day_IP_vs_naive_adult_3_IP.specificity	E12_3_day_IP_vs_naive_adult_3_IP.reliable	naive_1_week_IP_vs_naive_adult_3_IP.enrichment	naive_1_week_IP_vs_naive_adult_3_IP.p	naive_1_week_IP_vs_naive_adult_3_IP.FDR	naive_1_week_IP_vs_naive_adult_3_IP.nonNull	naive_1_week_IP_vs_naive_adult_3_IP.instanceCount	naive_1_week_IP_vs_naive_adult_3_IP.specificity	naive_1_week_IP_vs_naive_adult_3_IP.reliable	naive_2_weeks_IP_vs_naive_adult_3_IP.enrichment	naive_2_weeks_IP_vs_naive_adult_3_IP.p	naive_2_weeks_IP_vs_naive_adult_3_IP.FDR	naive_2_weeks_IP_vs_naive_adult_3_IP.nonNull	naive_2_weeks_IP_vs_naive_adult_3_IP.instanceCount	naive_2_weeks_IP_vs_naive_adult_3_IP.specificity	naive_2_weeks_IP_vs_naive_adult_3_IP.reliable	naive_3_days_IP_vs_naive_adult_3_IP.enrichment	naive_3_days_IP_vs_naive_adult_3_IP.p	naive_3_days_IP_vs_naive_adult_3_IP.FDR	naive_3_days_IP_vs_naive_adult_3_IP.nonNull	naive_3_days_IP_vs_naive_adult_3_IP.instanceCount	naive_3_days_IP_vs_naive_adult_3_IP.specificity	naive_3_days_IP_vs_naive_adult_3_IP.reliable
milrinone	0.90016393442623	0.00193	0.0346078082191781	1	3	0	TRUE	0.853934426229508	0.00601	0.0772566666666667	1	3	0	TRUE	0.575027322404372	0.18082	0.59686443324937	0.666666666666667	3	0.336	TRUE	0.566338797814208	0.19588	0.579328532731377	0.666666666666667	3	0.352	TRUE	0.319672131147541	0.82763	0.958056754617414	0.333333333333333	3	0.912	FALSE	0.55879781420765	0.2094	0.729001595744681	0.666666666666667	3	0.36	TRUE
dexpropranolol	0.650655737704918	0.08557	0.382290546075085	1	3	0.112068965517241	TRUE	0.609344262295082	0.12953	0.430980831234257	1	3	0.155172413793103	TRUE	0.647213114754098	0.08846	0.498147222222222	1	3	0.112068965517241	TRUE	0.675245901639344	0.06801	0.374055	1	3	0.103448275862069	TRUE	-0.465737704918033	0.4169	0.854010358255452	0	3	0.561224489795918	FALSE	-0.296448087431694	0.8952	0.97634794892916	0.333333333333333	3	0.88265306122449	FALSE
Prestwick-1085	0.365245901639344	0.55117	0.807587184357542	0.75	4	0.440559440559441	TRUE	0.302622950819672	0.76093	0.908986751592357	0.5	4	0.706293706293706	FALSE	0.471475409836066	0.2421	0.681404127659574	0.75	4	0.174825174825175	TRUE	0.33672131147541	0.64829	0.891521028331584	0.75	4	0.58041958041958	TRUE	0.292622950819672	0.79118	0.950192680695334	0.5	4	0.741258741258741	FALSE	0.498032786885246	0.1896	0.699900303030303	0.5	4	0.13986013986014	FALSE
cyclopentolate	0.318196721311475	0.71024	0.89052122605364	0.75	4	0.598684210526316	TRUE	0.321147540983607	0.70059	0.877911774193548	0.75	4	0.592105263157895	TRUE	0.309836065573771	0.73733	0.928094197983501	0.5	4	0.644736842105263	FALSE	0.610491803278689	0.05861	0.343423422222222	1	4	0.0328947368421053	TRUE	0.367213114754098	0.54459	0.903685106382979	0	4	0.401315789473684	FALSE	0.28016393442623	0.82808	0.966955147190009	0.25	4	0.782894736842105	FALSE
verteporfin	0.411639344262295	0.56186	0.812113403083701	0.666666666666667	3	0.742857142857143	TRUE	0.591147540983607	0.15535	0.458415337837838	1	3	0.321428571428571	TRUE	-0.35568306010929	0.71691	0.928094197983501	0.333333333333333	3	0.877906976744186	FALSE	0.874426229508197	0.00372	0.0559710344827586	1	3	0.0571428571428571	TRUE	0.549781420765027	0.22584	0.722078713592233	0.666666666666667	3	0.428571428571429	TRUE	0.802622950819672	0.01504	0.202962474226804	1	3	0.114285714285714	TRUE
ronidazole	0.494262295081967	0.34636	0.682809096385542	0.666666666666667	3	0.431372549019608	TRUE	0.655081967213115	0.08225	0.359145966666667	1	3	0.117647058823529	TRUE	0.871475409836066	0.00402	0.0741152112676056	1	3	0	TRUE	0.393934426229508	0.6108	0.867109902702703	0.333333333333333	3	0.696078431372549	FALSE	-0.721803278688525	0.04289	0.409489347826087	1	3	0.0952380952380952	TRUE	-0.286284153005465	0.91768	0.978361003236246	0.333333333333333	3	0.966666666666667	FALSE
repaglinide	0.740655737704918	0.00892	0.100580427350427	1	4	0.0462962962962963	TRUE	0.735573770491803	0.00959	0.112316875	1	4	0.0462962962962963	TRUE	0.387049180327869	0.47772	0.846977322623829	0.5	4	0.592592592592593	FALSE	0.450491803278689	0.29144	0.681241	0.75	4	0.425925925925926	TRUE	0.379672131147541	0.50169	0.888227679045093	0.5	4	0.62962962962963	FALSE	-0.326229508196721	0.68353	0.933716934306569	0.25	4	0.892682926829268	FALSE
trifluridine	0.485245901639344	0.21306	0.575042350515464	0.75	4	0.410526315789474	TRUE	0.731475409836066	0.01025	0.116671739130435	1	4	0.0842105263157895	TRUE	0.415901639344262	0.38805	0.791210981308411	0.5	4	0.610526315789474	FALSE	0.846229508196721	0.00107	0.0202989855072464	1	4	0.0157894736842105	TRUE	-0.543770491803279	0.12479	0.616415509433962	0.25	4	0.172131147540984	FALSE	0.44	0.31852	0.782256435272045	0.5	4	0.542105263157895	FALSE
methanthelinium bromide	-0.188360655737705	0.99387	0.99936	0.5	4	0.99390243902439	FALSE	-0.283606557377049	0.81859	0.926932794117647	0.5	4	0.817073170731707	FALSE	-0.229016393442623	0.9548	0.987980881195909	0.5	4	0.957317073170732	FALSE	-0.212459016393443	0.9779	0.994697717391304	0.5	4	0.981707317073171	FALSE	-0.305245901639344	0.75273	0.943985164938737	0.25	4	0.76219512195122	FALSE	0.439672131147541	0.31962	0.782699275092937	0.25	4	0.290540540540541	FALSE
ciprofibrate	-0.273934426229508	0.84544	0.943333454699407	0.5	4	0.8875	FALSE	-0.369672131147541	0.5362	0.781060934371524	0.5	4	0.54375	FALSE	-0.368688524590164	0.53935	0.872230333333333	0.5	4	0.55	FALSE	0.565737704918033	0.09917	0.438559222972973	1	4	0.0657894736842105	TRUE	0.577540983606557	0.0871	0.563511666666667	0.75	4	0.0592105263157895	TRUE	0.497540983606557	0.19039	0.699900303030303	0.75	4	0.210526315789474	TRUE
cycloserine	0.419016393442623	0.3789	0.706524836415363	0.75	4	0.453846153846154	TRUE	0.441967213114754	0.31342	0.654251061806656	0.75	4	0.4	TRUE	0.761803278688525	0.00645	0.106519875	1	4	0.0230769230769231	TRUE	0.530819672131148	0.14207	0.511442438356164	0.75	4	0.253846153846154	TRUE	0.301475409836066	0.7646	0.943985164938737	0.5	4	0.792307692307692	FALSE	-0.282295081967213	0.82235	0.966955147190009	0.5	4	0.934065934065934	FALSE
estriol	0.613770491803279	0.05626	0.303537786885246	1	4	0.0636363636363636	TRUE	0.543114754098361	0.12566	0.430980831234257	1	4	0.163636363636364	TRUE	-0.383606557377049	0.48866	0.849222407407407	0.25	4	0.722772277227723	FALSE	0.441311475409836	0.31538	0.6889675	0.5	4	0.354545454545455	FALSE	-0.361639344262295	0.56424	0.909080666666667	0.25	4	0.787128712871287	FALSE	-0.587213114754098	0.0782	0.508071666666667	0.5	4	0.202970297029703	FALSE
meropenem	0.417213114754098	0.38437	0.708648352112676	0.75	4	0.373983739837398	TRUE	0.65672131147541	0.03124	0.227184222222222	1	4	0.024390243902439	TRUE	0.449016393442623	0.29484	0.732344516129032	0.75	4	0.333333333333333	TRUE	0.689508196721311	0.01933	0.187429407407407	1	4	0.00813008130081301	TRUE	-0.337213114754098	0.64658	0.935435988950276	0.25	4	0.735449735449735	FALSE	0.541967213114754	0.1272	0.628465985130111	0.75	4	0.203252032520325	TRUE
dorzolamide	-0.257540983606557	0.88777	0.960405727272727	0.5	4	0.89041095890411	FALSE	0.336229508196721	0.65006	0.857309315206445	0.25	4	0.632530120481928	FALSE	0.402131147540984	0.42979	0.825244963396779	0.75	4	0.301204819277108	TRUE	0.348032786885246	0.60939	0.867109902702703	0.75	4	0.572289156626506	TRUE	-0.230819672131148	0.95136	0.998604378834356	0.5	4	0.958904109589041	FALSE	0.358524590163934	0.57522	0.891537194412107	0	4	0.512048192771084	FALSE
piretanide	-0.450327868852459	0.29182	0.650753628620102	0.5	4	0.405555555555556	FALSE	-0.421967213114754	0.36955	0.6987068	0.5	4	0.505555555555556	FALSE	-0.514262295081967	0.1644	0.580052830188679	0.5	4	0.283333333333333	FALSE	-0.495245901639344	0.1944	0.579328532731377	0.5	4	0.322222222222222	FALSE	0.472622950819672	0.2392	0.73605159453303	0.5	4	0.340909090909091	FALSE	0.512459016393443	0.16692	0.673060447761194	0.75	4	0.234848484848485	TRUE
oxprenolol	0.61327868852459	0.05658	0.303537786885246	1	4	0.0363636363636364	TRUE	0.682459016393443	0.02147	0.173806111111111	1	4	0.0181818181818182	TRUE	0.317049180327869	0.71405	0.928094197983501	0.5	4	0.645454545454546	FALSE	0.513770491803279	0.16506	0.543120175438596	0.75	4	0.136363636363636	TRUE	0.303606557377049	0.7579	0.943985164938737	0.5	4	0.718181818181818	FALSE	-0.372131147540984	0.52752	0.879376944444444	0.5	4	0.698019801980198	FALSE
tropine	-0.385245901639344	0.48334	0.771575682926829	0.5	4	0.440789473684211	FALSE	-0.348360655737705	0.60865	0.826134994818653	0.5	4	0.625	FALSE	0.232786885245902	0.94759	0.987980881195909	0.25	4	0.975	FALSE	-0.246393442622951	0.91563	0.972856875	0.5	4	0.927631578947368	FALSE	-0.270655737704918	0.85446	0.965511629310345	0.5	4	0.861842105263158	FALSE	0.495409836065574	0.19409	0.699900303030303	0.75	4	0.14375	TRUE
chloropyrazine	-0.659016393442623	0.03031	0.2156	0.75	4	0.0451612903225806	TRUE	-0.526885245901639	0.14727	0.4535916	0.75	4	0.258064516129032	TRUE	-0.450327868852459	0.29182	0.732344516129032	0.5	4	0.406451612903226	FALSE	-0.271311475409836	0.85236	0.954414346349745	0.5	4	0.941935483870968	FALSE	0.521475409836066	0.15464	0.65491821086262	0.5	4	0.335443037974684	FALSE	0.341147540983607	0.63299	0.912021666666667	0.5	4	0.778481012658228	FALSE
(-)-isoprenaline	0.221147540983607	0.96719	0.989876239249414	0.5	4	0.970930232558139	FALSE	0.562459016393443	0.1028	0.393465497076023	1	4	0.0813953488372093	TRUE	-0.195901639344262	0.99038	0.994107762452107	0.5	4	0.971428571428571	FALSE	0.367704918032787	0.54279	0.837775418138987	0.75	4	0.575581395348837	TRUE	-0.422622950819672	0.3676	0.828336977928693	0.5	4	0.264285714285714	FALSE	0.40327868852459	0.42664	0.839546765578635	0.5	4	0.465116279069767	FALSE
ramipril	-0.338852459016393	0.6406	0.860046564102564	0.25	4	0.608938547486033	FALSE	-0.432131147540984	0.34087	0.679145859969559	0.5	4	0.29608938547486	FALSE	0.218524590163934	0.97086	0.991899344773791	0.5	4	0.932330827067669	FALSE	0.489508196721312	0.20477	0.593017544247788	0.75	4	0.112781954887218	TRUE	0.369344262295082	0.53732	0.903685106382979	0.5	4	0.443609022556391	FALSE	0.246393442622951	0.91563	0.978361003236246	0.5	4	0.842105263157895	FALSE
azaperone	0.605901639344262	0.06225	0.314715945945946	1	4	0.027972027972028	TRUE	0.530655737704918	0.14225	0.452349830508475	1	4	0.0699300699300699	TRUE	0.436393442622951	0.32895	0.755430789473684	0.75	4	0.258741258741259	TRUE	0.589016393442623	0.0766	0.39167734375	1	4	0.027972027972028	TRUE	0.414098360655738	0.3932	0.8474075	0.25	4	0.335664335664336	FALSE	0.42672131147541	0.35577	0.802936086206896	0.5	4	0.293706293706294	FALSE
piperacetazine	0.373934426229508	0.52107	0.796787235772358	0.5	4	0.634285714285714	FALSE	0.444426229508197	0.30658	0.648451954765751	0.5	4	0.394285714285714	FALSE	-0.357213114754098	0.57923	0.885796697247706	0.5	4	0.627737226277372	FALSE	0.448360655737705	0.2969	0.684475190972222	0.25	4	0.382857142857143	FALSE	0.425901639344262	0.3583	0.819955769230769	0.25	4	0.44	FALSE	0.316065573770492	0.71762	0.946667746478873	0.5	4	0.777142857142857	FALSE
ondansetron	-0.449344262295082	0.29416	0.653723474576271	0.5	4	0.439393939393939	FALSE	-0.441475409836066	0.31494	0.654251061806656	0.5	4	0.462121212121212	FALSE	-0.360983606557377	0.56639	0.884272926540284	0.5	4	0.696969696969697	FALSE	-0.241639344262295	0.92762	0.977235844051447	0.5	4	0.939393939393939	FALSE	-0.339180327868852	0.63974	0.932903017817372	0.25	4	0.765151515151515	FALSE	0.499016393442623	0.18777	0.699900303030303	0.25	4	0.344444444444444	FALSE
thiethylperazine	-0.481967213114754	0.21973	0.582240020242915	0.5	4	0.159090909090909	FALSE	-0.323606557377049	0.69235	0.875638792270531	0.5	4	0.621212121212121	FALSE	0.365409836065574	0.55094	0.879381116504854	0.25	4	0.605555555555556	FALSE	-0.391639344262295	0.46332	0.790905299479167	0.25	4	0.333333333333333	FALSE	-0.348032786885246	0.60968	0.917842643020595	0.5	4	0.507575757575758	FALSE	-0.418032786885246	0.38192	0.819463510466989	0.5	4	0.28030303030303	FALSE
benzylpenicillin	0.488032786885246	0.2077	0.567033762993763	0.75	4	0.16793893129771	TRUE	0.617049180327869	0.05396	0.30844384279476	1	4	0.0381679389312977	TRUE	-0.207213114754098	0.98305	0.994107762452107	0.5	4	0.977900552486188	FALSE	0.380983606557377	0.49728	0.820856897856242	0.75	4	0.435114503816794	TRUE	0.358688524590164	0.5744	0.909699600967352	0.25	4	0.526717557251908	FALSE	-0.308032786885246	0.74341	0.950316103515625	0.5	4	0.773480662983425	FALSE
oxedrine	-0.33672131147541	0.64829	0.861725177304965	0.5	4	0.542635658914729	FALSE	-0.324098360655738	0.6907	0.874396808510638	0.25	4	0.596899224806202	FALSE	0.477868852459016	0.22743	0.673026930022573	0.5	4	0.229508196721311	FALSE	-0.517213114754098	0.16058	0.541531964285714	0.75	4	0.131782945736434	TRUE	-0.636065573770492	0.04205	0.40473125	0.75	4	0.0310077519379845	TRUE	-0.823114754098361	0.00185	0.0356125	1	4	0	TRUE
kaempferol	-0.713770491803279	0.01339	0.133797786259542	0.5	4	0.025	FALSE	-0.710491803278689	0.014	0.142062015503876	0.75	4	0.025	TRUE	-0.545081967213115	0.1232	0.538449639344262	0.5	4	0.15	FALSE	-0.475573770491803	0.23247	0.621027	0.25	4	0.266666666666667	FALSE	-0.668032786885246	0.02672	0.31229	0.75	4	0.0416666666666667	TRUE	-0.213770491803279	0.97648	0.991630969743987	0.25	4	1	FALSE
mephenytoin	-0.379016393442623	0.5036	0.787589486260454	0.5	4	0.615384615384615	FALSE	-0.380819672131148	0.4978	0.762781697674419	0.5	4	0.601398601398601	FALSE	-0.257049180327869	0.88889	0.967655569306931	0.25	4	0.944055944055944	FALSE	-0.51344262295082	0.16555	0.543120175438596	0.25	4	0.237762237762238	FALSE	-0.313934426229508	0.72466	0.942544610069102	0.25	4	0.839160839160839	FALSE	-0.356885245901639	0.5801	0.891537194412107	0.5	4	0.713286713286713	FALSE
cefepime	-0.472786885245902	0.23902	0.597968187022901	0.5	4	0.222929936305732	FALSE	-0.552131147540984	0.11467	0.412317068493151	0.75	4	0.0955414012738854	TRUE	-0.532622950819672	0.1396	0.556886	0.25	4	0.152866242038217	FALSE	-0.665409836065574	0.02766	0.221741445783133	0.25	4	0.00636942675159236	FALSE	-0.322622950819672	0.6952	0.941040503597122	0.25	4	0.694267515923567	FALSE	-0.455081967213115	0.27949	0.764279325153374	0.25	4	0.261146496815287	FALSE
oxyphenbutazone	-0.637704918032787	0.04104	0.253402641509434	0.75	4	0.0588235294117647	TRUE	-0.637213114754098	0.04136	0.269334731707317	0.75	4	0.0588235294117647	TRUE	-0.383114754098361	0.49046	0.849222407407407	0.25	4	0.579831932773109	FALSE	-0.660655737704918	0.02978	0.229036725146199	0.75	4	0.0588235294117647	TRUE	0.244754098360656	0.91992	0.991090765432099	0.25	4	0.968911917098446	FALSE	-0.526885245901639	0.14727	0.661712857142857	0.75	4	0.168067226890756	TRUE
propoxycaine	-0.505573770491803	0.1772	0.5236	0.75	4	0.0625	TRUE	-0.32	0.70425	0.877911774193548	0.5	4	0.65	FALSE	-0.308032786885246	0.74341	0.928094197983501	0.5	4	0.69375	FALSE	-0.333770491803279	0.65814	0.892265680412371	0.5	4	0.56875	FALSE	-0.292131147540984	0.7922	0.950192680695334	0.25	4	0.775	FALSE	-0.246229508196721	0.91567	0.978361003236246	0.25	4	0.93125	FALSE
PNU-0230031	-0.428688524590164	0.07602	0.357997374100719	0.25	8	0.166666666666667	FALSE	-0.416065573770492	0.09168	0.382194649681529	0.25	8	0.177083333333333	FALSE	-0.498360655737705	0.02374	0.252647642276423	0.125	8	0.0572916666666667	FALSE	-0.516147540983607	0.01656	0.169256744186047	0.375	8	0.03125	FALSE	-0.208606557377049	0.81213	0.954877965949821	0.375	8	0.901041666666667	FALSE	-0.345573770491803	0.23356	0.762273250620347	0.5	8	0.390625	FALSE
0179445-0000	0.33983606557377	0.24966	0.609710708955224	0.625	8	0.347560975609756	TRUE	0.287868852459016	0.44074	0.740340192307692	0.625	8	0.615853658536585	TRUE	-0.440819672131148	0.06363	0.434901614583333	0	8	0.0878378378378378	FALSE	0.299508196721311	0.39205	0.74962703649635	0.5	8	0.536585365853659	FALSE	-0.199262295081967	0.85141	0.965511629310345	0.25	8	0.932432432432432	FALSE	-0.352786885245902	0.21395	0.734924685863874	0.125	8	0.27027027027027	FALSE
PNU-0251126	-0.423497267759563	0.17179	0.515764013761468	0.333333333333333	6	0.337748344370861	FALSE	-0.433387978142076	0.15284	0.457317	0.5	6	0.291390728476821	FALSE	-0.470765027322404	0.09604	0.504748378378378	0.666666666666667	6	0.205298013245033	TRUE	-0.183989071038251	0.96241	0.990775102201258	0.5	6	0.993377483443709	FALSE	-0.498196721311475	0.0673	0.501213125	0.333333333333333	6	0.125827814569536	FALSE	-0.472349726775956	0.09414	0.546883982300885	0.5	6	0.19205298013245	FALSE
0173570-0000	0.355027322404372	0.34874	0.685436426426426	0.666666666666667	6	0.53448275862069	TRUE	-0.249508196721311	0.77147	0.909227177419355	0.666666666666667	6	0.91304347826087	TRUE	0.444972677595628	0.13306	0.549573533123028	0.666666666666667	6	0.327586206896552	TRUE	0.66775956284153	0.00367	0.0558608139534884	0.833333333333333	6	0.0459770114942529	TRUE	-0.55655737704918	0.0281	0.325512389380531	0.333333333333333	6	0.181159420289855	FALSE	-0.376830601092896	0.28376	0.764279325153374	0.5	6	0.557971014492754	FALSE
0175029-0000	0.304262295081967	0.53487	0.801081041189931	0.666666666666667	6	0.882352941176471	TRUE	0.288360655737705	0.6033	0.822386386292835	0.666666666666667	6	0.894117647058824	TRUE	-0.494590163934426	0.07059	0.448554902912621	0	6	0.345070422535211	FALSE	0.599781420765027	0.01331	0.150422155172414	0.666666666666667	6	0.3	TRUE	-0.501803278688525	0.06413	0.496573	0.166666666666667	6	0.345070422535211	FALSE	0.414918032786885	0.18977	0.699900303030303	0.5	6	0.688235294117647	FALSE
PHA-00851261E	-0.419508196721311	0.08705	0.38626593220339	0.25	8	0.188235294117647	FALSE	-0.456967213114754	0.04853	0.291402614678899	0.125	8	0.129411764705882	FALSE	-0.430409836065574	0.07412	0.457656037735849	0.25	8	0.170588235294118	FALSE	-0.391475409836066	0.13028	0.491439224137931	0.25	8	0.247058823529412	FALSE	-0.301803278688525	0.38274	0.838438578595318	0.375	8	0.517647058823529	FALSE	-0.521885245901639	0.01481	0.201940520833333	0.5	8	0.0470588235294118	FALSE
0317956-0000	0.327213114754098	0.28967	0.650753628620102	0.375	8	0.481481481481481	FALSE	-0.276803278688525	0.48974	0.760462230130486	0.375	8	0.666666666666667	FALSE	-0.366393442622951	0.18102	0.59686443324937	0.375	8	0.378531073446328	FALSE	-0.230983606557377	0.70683	0.916019043902439	0.5	8	0.858757062146893	FALSE	0.474262295081967	0.03639	0.372144609375	0.5	8	0.0740740740740741	FALSE	0.522131147540984	0.01477	0.201940520833333	0.75	8	0.0296296296296296	TRUE
chlorambucil	0.325245901639344	0.68679	0.883980442477876	0.5	4	0.721518987341772	FALSE	0.328032786885246	0.67704	0.868868	0.5	4	0.708860759493671	FALSE	-0.539508196721311	0.13016	0.544343258785942	0.25	4	0.201298701298701	FALSE	0.309508196721311	0.73853	0.924817128060264	0.5	4	0.765822784810127	FALSE	0.39344262295082	0.45758	0.875690380116959	0.5	4	0.424050632911392	FALSE	0.452786885245902	0.2847	0.764279325153374	0.5	4	0.278481012658228	FALSE
levcycloserine	0.322950819672131	0.69441	0.884224406614786	0.75	4	0.694915254237288	TRUE	0.625573770491803	0.0484	0.291402614678899	1	4	0.00847457627118644	TRUE	-0.274098360655738	0.84509	0.947920145672665	0.5	4	0.865979381443299	FALSE	0.425081967213115	0.36067	0.724105874233129	0.75	4	0.398305084745763	TRUE	0.579016393442623	0.08579	0.563511666666667	0.75	4	0.0169491525423729	TRUE	0.413606557377049	0.39469	0.823589555555556	0.5	4	0.423728813559322	FALSE
nialamide	0.385409836065574	0.48277	0.771575682926829	0.75	4	0.432432432432432	TRUE	0.312131147540984	0.73025	0.890034683426443	0.5	4	0.747747747747748	FALSE	-0.338524590163934	0.64192	0.901493507462686	0.25	4	0.756218905472637	FALSE	0.362459016393443	0.56131	0.846868709677419	0.75	4	0.522522522522523	TRUE	0.25016393442623	0.90499	0.985252957746479	0.25	4	0.855855855855856	FALSE	0.570983606557377	0.09387	0.546883982300885	0.75	4	0.0720720720720721	TRUE
quinethazone	0.324590163934426	0.68903	0.884224406614786	0.5	4	0.688524590163934	FALSE	0.426885245901639	0.3554	0.691260921248143	0.75	4	0.360655737704918	TRUE	-0.227540983606557	0.95743	0.987980881195909	0.5	4	0.984293193717278	FALSE	0.451639344262295	0.28785	0.678057316636852	0.75	4	0.311475409836066	TRUE	0.39672131147541	0.44744	0.87131275	0.5	4	0.442622950819672	FALSE	0.209016393442623	0.98106	0.993827625676721	0.25	4	0.983606557377049	FALSE
santonin	0.340163934426229	0.63619	0.858528567010309	0.75	4	0.430894308943089	TRUE	0.420983606557377	0.37272	0.6987068	0.75	4	0.276422764227642	TRUE	0.404098360655738	0.42418	0.823275798816568	0.5	4	0.300813008130081	FALSE	-0.324426229508197	0.68937	0.909432683417085	0.25	4	0.619047619047619	FALSE	0.238360655737705	0.93577	0.998604378834356	0.5	4	0.91869918699187	FALSE	0.599344262295082	0.06737	0.487789015544041	0.5	4	0.00813008130081301	FALSE
Prestwick-1080	0.37344262295082	0.52328	0.796787235772358	0.75	4	0.466165413533835	TRUE	0.366885245901639	0.54548	0.789859867256637	0.75	4	0.481203007518797	TRUE	0.291475409836066	0.7947	0.935147719928187	0.5	4	0.87218045112782	FALSE	0.205573770491803	0.98436	0.996689783783784	0.5	4	0.992481203007519	FALSE	0.737377049180328	0.00933	0.153153	0.75	4	0.0150375939849624	TRUE	0.855901639344262	0.00086	0.0184547540983607	1	4	0	TRUE
homosalate	0.324098360655738	0.6907	0.884224406614786	0.25	4	0.666666666666667	FALSE	0.289672131147541	0.80017	0.917331611208406	0.5	4	0.789115646258503	FALSE	-0.525245901639344	0.14948	0.55746245014245	0.25	4	0.157575757575758	FALSE	-0.283114754098361	0.81966	0.947381592300962	0.5	4	0.793939393939394	FALSE	0.489344262295082	0.20535	0.7007240625	0.5	4	0.136054421768707	FALSE	-0.292131147540984	0.79264	0.956836774193549	0.5	4	0.76969696969697	FALSE
Prestwick-1100	0.36327868852459	0.55847	0.812113403083701	0.75	4	0.642384105960265	TRUE	0.371967213114754	0.52825	0.778326704035874	0.75	4	0.609271523178808	TRUE	0.302950819672131	0.76007	0.928094197983501	0.5	4	0.768211920529801	FALSE	0.417377049180328	0.384	0.743573964497041	0.75	4	0.423841059602649	TRUE	0.455245901639344	0.27896	0.757590539419087	0.5	4	0.258278145695364	FALSE	-0.31655737704918	0.71588	0.946667746478873	0.5	4	0.726708074534162	FALSE
parbendazole	0.272295081967213	0.84961	0.943333454699407	0.5	4	0.893129770992366	FALSE	0.334754098360656	0.65505	0.85746045	0.5	4	0.748091603053435	FALSE	0.426065573770492	0.35773	0.773997636363636	0.5	4	0.412213740458015	FALSE	0.217704918032787	0.97199	0.9940116484375	0.5	4	0.99236641221374	FALSE	-0.224262295081967	0.96259	0.998604378834356	0.5	4	0.977900552486188	FALSE	0.297868852459016	0.77555	0.953153571428571	0.5	4	0.847328244274809	FALSE
ciclacillin	-0.26016393442623	0.88106	0.958274904564315	0.5	4	0.888268156424581	FALSE	0.319016393442623	0.70778	0.87818390521327	0.75	4	0.684210526315789	TRUE	0.310327868852459	0.73594	0.928094197983501	0.25	4	0.721804511278195	FALSE	-0.345409836065574	0.61898	0.871622650214592	0.5	4	0.620111731843575	FALSE	0.298032786885246	0.77517	0.950091320224719	0.25	4	0.75187969924812	FALSE	0.628360655737705	0.04677	0.418434761904762	0.75	4	0.0075187969924812	TRUE
"2,6-dimethylpiperidine"	0.361147540983607	0.42863	0.747106085219707	0.4	5	0.267716535433071	FALSE	0.320327868852459	0.58203	0.812593329798515	0.6	5	0.496062992125984	TRUE	0.237868852459016	0.87864	0.964073562447611	0.6	5	0.826771653543307	TRUE	0.271475409836066	0.77095	0.934645285451197	0.4	5	0.669291338582677	FALSE	-0.22672131147541	0.90722	0.985252957746479	0.2	5	0.93010752688172	FALSE	0.227868852459016	0.90443	0.97634794892916	0.4	5	0.858267716535433	FALSE
spiradoline	0.16672131147541	0.9987	0.99936	0.5	4	0.985714285714286	FALSE	0.337377049180328	0.64599	0.853280433905146	0.5	4	0.535714285714286	FALSE	-0.472622950819672	0.2392	0.681404127659574	0.5	4	0.191860465116279	FALSE	0.356065573770492	0.58263	0.854925050391937	0.75	4	0.471428571428571	TRUE	0.478032786885246	0.22727	0.722078713592233	0.5	4	0.171428571428571	FALSE	0.537049180327869	0.13329	0.638172688172043	0.75	4	0.0714285714285714	TRUE
withaferin A	-0.796229508196721	0.00346	0.0483215957446808	1	4	0.0901639344262295	TRUE	-0.669508196721311	0.02608	0.198480930232558	0.75	4	0.139344262295082	TRUE	-0.354754098360656	0.58729	0.885796697247706	0.25	4	0.827868852459016	FALSE	-0.683606557377049	0.02096	0.19458609929078	0.5	4	0.139344262295082	FALSE	0.390655737704918	0.46628	0.885624444444444	0.25	4	0.805263157894737	FALSE	-0.72016393442623	0.01204	0.178847640449438	0.75	4	0.131147540983607	TRUE
